選手名,選手ID,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
山本　拓実,3105136,2018,中　日,1,0,0,0,0,0,0,0,0,0,8,2,1,0,2,0,3,0,0,0,0,0
山本　拓実,3105136,2019,中　日,9,3,3,0,0,0,0,0,0,0.5,194,"45
.1",39,4,24,1,27,3,0,15,15,2.98
山本　拓実,3105136,2020,中　日,9,1,3,0,0,0,0,0,0,0.25,133,29,31,4,17,1,25,0,0,20,18,5.59
山本　拓実,3105136,2021,中　日,9,1,0,0,0,1,0,0,0,1,67,14,16,1,8,1,12,0,0,10,10,6.43
山本　拓実,3105136,2022,中　日,30,1,0,0,4,5,0,0,0,1,131,30,24,2,17,1,19,1,0,13,12,3.6
山本　拓実,3105136,2023,中　日,14,0,1,0,0,0,0,0,0,0,61,13,17,1,5,0,11,0,0,11,8,5.54
山本　拓実,3105136,2023,北海道日本ハム,26,0,0,0,3,3,0,0,0,0,97,24,23,2,6,0,19,1,0,4,4,1.5
山本　拓実,3105136,2024,北海道日本ハム,36,6,0,0,3,9,0,0,0,1,161,"39
.2",35,2,9,2,30,1,0,9,8,1.82
山本　拓実,3105136,2025,北海道日本ハム,27,2,2,1,0,2,0,0,0,0.5,110,"25
.2",23,0,10,0,30,0,0,11,10,3.51
山本　拓実,3105136,2026,北海道日本ハム,5,0,0,0,0,0,0,0,0,0,25,6,4,1,2,1,6,0,0,4,4,6
有原　航平,51155130,2015,北海道日本ハム,18,8,6,0,0,0,1,1,1,0.571,453,"103
.1",113,13,32,3,81,2,0,60,55,4.79
有原　航平,51155130,2016,北海道日本ハム,22,11,9,0,0,0,2,1,1,0.55,640,156,150,13,38,2,103,3,1,52,51,2.94
有原　航平,51155130,2017,北海道日本ハム,25,10,13,0,0,0,4,0,3,0.435,726,169,194,21,39,4,88,5,0,97,89,4.74
有原　航平,51155130,2018,北海道日本ハム,20,8,5,2,1,1,1,0,0,0.615,471,"110
.2",124,17,15,5,87,0,0,60,56,4.55
有原　航平,51155130,2019,北海道日本ハム,24,15,8,0,0,0,1,1,1,0.652,639,"164
.1",111,14,40,9,161,9,0,49,45,2.46
有原　航平,51155130,2020,北海道日本ハム,20,8,9,0,0,0,3,1,1,0.471,547,"132
.2",125,11,30,6,106,2,0,56,51,3.46
有原　航平,51155130,2023,福岡ソフトバンク,17,10,5,0,0,0,1,1,0,0.667,490,"120
.2",105,13,25,7,74,1,0,40,31,2.31
有原　航平,51155130,2024,福岡ソフトバンク,26,14,7,0,0,0,3,2,0,0.667,718,"182
.2",142,12,37,8,137,1,0,56,48,2.36
有原　航平,51155130,2025,福岡ソフトバンク,26,14,9,0,0,0,1,1,0,0.609,724,175,167,10,41,6,121,2,0,67,59,3.03
有原　航平,51155130,2026,北海道日本ハム,5,1,4,0,0,0,0,0,0,0.2,130,"27
.1",37,3,11,1,16,2,0,28,25,8.23
孫　易磊,83785159,2025,北海道日本ハム,9,0,2,1,4,4,0,0,0,0,54,"12
.1",12,2,6,0,10,0,0,7,7,5.11
清宮　虎多朗,41945138,2024,東北楽天,3,0,0,0,0,0,0,0,0,0,16,3,4,0,3,0,1,1,0,4,4,12
松岡　洸希,61665151,2020,埼玉西武,2,0,0,0,0,0,0,0,0,0,12,2,5,0,2,0,0,0,0,3,3,13.5
松岡　洸希,61665151,2021,埼玉西武,5,0,0,0,0,0,0,0,0,0,22,4,5,0,5,1,1,0,0,5,5,11.25
松岡　洸希,61665151,2025,北海道日本ハム,3,0,0,0,0,0,0,0,0,0,22,4,8,1,2,0,5,0,0,4,3,6.75
宮内　春輝,53155157,2023,北海道日本ハム,15,1,0,0,1,2,0,0,0,1,78,"16
.2",23,1,5,0,18,0,0,12,12,6.48
福田　俊,11615138,2020,北海道日本ハム,30,0,0,0,2,2,0,0,0,0,132,"30
.1",29,4,14,0,27,1,0,12,11,3.26
福田　俊,11615138,2021,北海道日本ハム,5,0,0,0,0,0,0,0,0,0,25,"4
.2",9,1,1,0,3,1,0,8,6,11.57
福田　俊,11615138,2022,北海道日本ハム,13,0,0,0,3,3,0,0,0,0,45,"10
.1",7,0,7,0,11,0,0,1,1,0.87
福田　俊,11615138,2023,北海道日本ハム,29,1,0,0,3,4,0,0,0,1,100,"26
.1",11,0,10,2,19,4,0,0,0,0
福田　俊,11615138,2024,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,9,2,1,0,2,0,1,0,0,0,0,0
根本　悠楓,41645153,2022,北海道日本ハム,13,3,3,0,1,1,0,0,0,0.5,254,"60
.2",52,8,24,4,53,1,0,19,17,2.52
根本　悠楓,41645153,2023,北海道日本ハム,5,3,1,0,0,0,0,0,0,0.75,105,25,12,2,14,3,23,0,0,8,8,2.88
根本　悠楓,41645153,2024,北海道日本ハム,2,0,0,0,0,0,0,0,0,0,29,"4
.1",7,0,7,1,4,1,0,8,7,14.54
中西　聖輝,51455152,2026,中　日,4,1,2,0,0,0,0,0,0,0.333,101,"22
.1",20,2,9,3,28,2,0,14,14,5.64
橋本　侑樹,21425151,2020,中　日,14,0,0,0,0,0,0,0,0,0,80,17,20,3,13,1,13,1,0,15,14,7.41
橋本　侑樹,21425151,2021,中　日,28,0,0,0,1,1,0,0,0,0,112,"26
.2",26,0,8,1,28,0,0,11,11,3.71
橋本　侑樹,21425151,2022,中　日,4,0,0,0,0,0,0,0,0,0,39,"8
.1",12,2,3,3,5,0,0,9,9,9.72
橋本　侑樹,21425151,2023,中　日,13,1,0,0,0,1,0,0,0,1,64,"15
.1",9,0,10,3,9,1,0,2,2,1.17
橋本　侑樹,21425151,2024,中　日,47,3,1,0,5,8,0,0,0,0.75,225,52,46,0,22,2,54,0,0,19,10,1.73
橋本　侑樹,21425151,2025,中　日,42,2,3,0,12,14,0,0,0,0.4,167,40,38,3,12,1,40,2,0,16,15,3.38
橋本　侑樹,21425151,2026,中　日,3,0,0,0,2,2,0,0,0,0,12,3,3,0,0,0,4,0,0,0,0,0
草加　勝,91795159,2025,中　日,1,0,1,0,0,0,0,0,0,0,21,"3
.1",8,0,1,1,5,0,0,5,5,13.5
櫻井　頼之介,21925152,2026,中　日,6,0,3,0,0,0,0,0,0,0,110,"24
.1",29,4,8,0,29,0,0,18,17,6.29
柳　裕也,63165134,2017,中　日,11,1,4,0,0,0,0,0,0,0.2,202,"50
.1",42,5,12,0,45,2,0,25,25,4.47
柳　裕也,63165134,2018,中　日,10,2,5,0,0,0,1,1,0,0.286,237,"53
.1",59,2,18,2,42,0,0,34,31,5.23
柳　裕也,63165134,2019,中　日,26,11,7,0,0,0,1,0,0,0.611,703,"170
.2",165,21,38,3,146,3,0,69,67,3.53
柳　裕也,63165134,2020,中　日,15,6,7,0,0,0,0,0,0,0.462,365,85,87,10,29,6,88,3,0,38,34,3.6
柳　裕也,63165134,2021,中　日,26,11,6,0,0,0,2,2,0,0.647,676,172,133,11,41,3,168,3,0,47,42,2.2
柳　裕也,63165134,2022,中　日,25,9,11,0,0,1,3,1,2,0.45,648,"153
.1",154,17,37,5,124,8,0,64,62,3.64
柳　裕也,63165134,2023,中　日,24,4,11,0,0,0,2,0,2,0.267,636,"158
.1",126,6,47,4,105,2,0,46,43,2.44
柳　裕也,63165134,2024,中　日,13,4,5,0,0,0,0,0,0,0.444,286,67,75,5,20,0,34,3,0,29,28,3.76
柳　裕也,63165134,2025,中　日,14,3,5,0,0,0,0,0,0,0.375,339,"79
.1",75,2,28,5,66,3,0,30,29,3.29
柳　裕也,63165134,2026,中　日,7,2,1,0,0,0,1,1,0,0.667,185,"45
.1",41,2,11,0,41,0,0,10,10,1.99
髙橋　宏斗,61265153,2022,中　日,19,6,7,0,0,0,0,0,0,0.462,462,"116
.2",79,8,42,4,134,1,0,34,32,2.47
髙橋　宏斗,61265153,2023,中　日,25,7,11,0,0,0,1,1,0,0.389,621,146,129,6,51,9,145,8,0,52,41,2.53
髙橋　宏斗,61265153,2024,中　日,21,12,4,0,0,0,1,1,0,0.75,569,"143
.2",107,1,34,4,130,5,0,27,22,1.38
髙橋　宏斗,61265153,2025,中　日,26,8,10,0,0,1,3,2,1,0.444,690,"171
.2",145,11,50,5,138,9,0,57,54,2.83
髙橋　宏斗,61265153,2026,中　日,6,1,4,0,0,0,1,0,0,0.2,167,"39
.1",38,1,18,1,45,0,0,17,14,3.2
涌井　秀章,31635110,2005,西　武,13,1,6,0,0,0,0,0,0,0.143,253,"55
.1",62,11,23,4,57,2,0,45,45,7.32
涌井　秀章,31635110,2006,西　武,26,12,8,0,0,0,8,1,2,0.6,734,178,161,16,53,8,136,7,1,79,64,3.24
涌井　秀章,31635110,2007,西　武,28,17,10,0,0,0,11,1,3,0.63,877,213,199,14,50,8,141,7,0,71,66,2.79
涌井　秀章,31635110,2008,埼玉西武,25,10,11,0,0,0,5,0,1,0.476,738,173,173,16,51,8,122,11,0,80,75,3.9
涌井　秀章,31635110,2009,埼玉西武,27,16,6,0,0,0,11,4,0,0.727,863,"211
.2",162,12,76,9,199,5,0,57,54,2.3
涌井　秀章,31635110,2010,埼玉西武,27,14,8,0,0,0,6,2,1,0.636,828,"196
.1",191,21,54,9,154,6,0,85,80,3.67
涌井　秀章,31635110,2011,埼玉西武,26,9,12,0,0,0,5,1,2,0.429,744,"178
.1",184,9,41,8,108,7,0,71,58,2.93
涌井　秀章,31635110,2012,埼玉西武,55,1,5,30,3,4,0,0,0,0.167,271,63,66,1,22,2,40,1,0,27,26,3.71
涌井　秀章,31635110,2013,埼玉西武,45,5,7,7,13,15,1,0,1,0.417,398,"92
.1",89,4,29,8,79,5,0,51,40,3.9
涌井　秀章,31635110,2014,千葉ロッテ,26,8,12,0,0,0,1,0,0,0.4,708,"164
.2",158,9,63,10,116,7,1,81,77,4.21
涌井　秀章,31635110,2015,千葉ロッテ,28,15,9,0,0,0,1,0,1,0.625,786,"188
.2",178,11,57,8,117,6,0,79,71,3.39
涌井　秀章,31635110,2016,千葉ロッテ,26,10,7,0,0,0,5,0,1,0.588,793,"188
.2",195,15,48,4,118,1,0,73,63,3.01
涌井　秀章,31635110,2017,千葉ロッテ,25,5,11,0,0,0,1,1,0,0.313,675,158,156,20,53,7,115,6,0,74,70,3.99
涌井　秀章,31635110,2018,千葉ロッテ,22,7,9,0,0,0,1,1,0,0.438,629,"150
.2",155,16,43,2,99,3,0,65,62,3.7
涌井　秀章,31635110,2019,千葉ロッテ,18,3,7,0,0,0,2,1,1,0.3,462,104,121,14,27,6,87,3,0,58,52,4.5
涌井　秀章,31635110,2020,東北楽天,20,11,4,0,0,0,1,1,0,0.733,529,130,110,17,38,3,110,3,0,53,52,3.6
涌井　秀章,31635110,2021,東北楽天,21,6,8,0,0,0,0,0,0,0.429,420,"96
.1",110,7,26,2,76,4,0,57,54,5.04
涌井　秀章,31635110,2022,東北楽天,10,4,3,0,0,0,1,0,1,0.571,224,56,50,6,10,1,35,0,0,23,22,3.54
涌井　秀章,31635110,2023,中　日,21,5,13,0,0,0,0,0,0,0.278,479,111,116,9,30,2,89,1,0,53,49,3.97
涌井　秀章,31635110,2024,中　日,16,3,5,0,0,0,0,0,0,0.375,349,85,79,4,23,2,46,3,0,31,29,3.07
涌井　秀章,31635110,2025,中　日,12,4,6,0,0,0,0,0,0,0.4,267,"63
.1",63,4,19,6,41,2,0,31,29,4.12
金丸　夢斗,61565150,2025,中　日,15,2,6,0,0,0,0,0,0,0.25,395,"96
.2",86,9,19,3,78,0,0,36,28,2.61
金丸　夢斗,61565150,2026,中　日,7,3,3,0,0,0,0,0,0,0.5,182,"44
.1",40,2,8,3,35,0,0,14,12,2.44
大野　雄大,11515133,2011,中　日,1,0,1,0,0,0,0,0,0,0,22,4,9,2,1,0,2,1,0,7,6,13.5
大野　雄大,11515133,2012,中　日,9,4,3,0,1,1,0,0,0,0.571,188,"44
.2",40,1,14,3,41,3,0,15,13,2.62
大野　雄大,11515133,2013,中　日,25,10,10,0,0,0,1,0,1,0.5,624,"146
.1",151,12,43,5,117,3,0,65,62,3.81
大野　雄大,11515133,2014,中　日,25,10,8,0,0,0,3,1,1,0.556,682,165,156,14,47,6,119,3,0,60,53,2.89
大野　雄大,11515133,2015,中　日,28,11,10,0,1,1,6,3,1,0.524,826,"207
.1",169,12,47,3,154,1,0,67,58,2.52
大野　雄大,11515133,2016,中　日,19,7,10,0,0,0,3,1,1,0.412,547,"129
.2",126,11,37,2,85,0,0,59,51,3.54
大野　雄大,11515133,2017,中　日,24,7,8,0,0,0,2,1,0,0.467,629,"147
.2",143,17,51,6,117,0,0,71,66,4.02
大野　雄大,11515133,2018,中　日,6,0,3,0,0,0,0,0,0,0,130,"27
.1",32,7,19,0,21,1,0,27,26,8.56
大野　雄大,11515133,2019,中　日,25,9,8,0,0,0,2,2,0,0.529,696,"177
.2",132,18,43,2,156,2,0,52,51,2.58
大野　雄大,11515133,2020,中　日,20,11,6,0,0,0,10,6,2,0.647,559,"148
.2",106,13,23,0,148,3,0,33,30,1.82
大野　雄大,11515133,2021,中　日,22,7,11,0,0,0,1,0,1,0.389,566,"143
.1",121,12,26,2,118,1,0,48,47,2.95
大野　雄大,11515133,2022,中　日,23,8,8,0,0,0,4,2,2,0.5,625,157,126,7,37,6,108,1,0,50,43,2.46
大野　雄大,11515133,2023,中　日,1,0,1,0,0,0,0,0,0,0,26,7,3,0,1,0,3,0,0,1,0,0
大野　雄大,11515133,2024,中　日,9,2,6,0,0,0,0,0,0,0.25,192,"44
.1",50,5,12,2,27,1,0,27,24,4.87
大野　雄大,11515133,2025,中　日,20,11,4,0,0,0,1,0,0,0.733,477,120,95,6,26,4,72,0,0,34,28,2.1
大野　雄大,11515133,2026,中　日,6,4,1,0,0,0,1,0,1,0.8,150,39,25,2,7,3,33,0,0,7,6,1.38
仲地　礼亜,41245157,2023,中　日,9,2,5,0,0,0,0,0,0,0.286,194,"43
.1",41,6,25,0,37,0,0,24,24,4.98
仲地　礼亜,41245157,2024,中　日,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0
仲地　礼亜,41245157,2025,中　日,1,0,0,0,0,0,0,0,0,0,15,"2
.2",3,0,4,1,1,1,0,1,1,3.38
仲地　礼亜,41245157,2026,中　日,4,0,0,0,0,0,0,0,0,0,34,7,11,1,3,0,8,1,0,8,8,10.29
Ａ．アブレウ,73575159,2024,埼玉西武,52,2,5,28,11,13,0,0,0,0.286,202,49,38,1,20,3,33,0,0,17,13,2.39
Ａ．アブレウ,73575159,2026,中　日,1,0,0,0,0,0,0,0,0,0,6,"0
.1",4,0,1,0,0,0,0,4,4,108
松木平　優太,73175153,2024,中　日,8,2,4,0,0,0,0,0,0,0.333,206,"48
.2",46,5,16,4,40,1,1,20,20,3.7
松木平　優太,73175153,2025,中　日,1,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,3,0,0,0,0,0
根尾　昂,81285138,2022,中　日,25,0,0,0,1,1,0,0,0,0,124,29,23,2,12,3,22,1,0,12,11,3.41
根尾　昂,81285138,2023,中　日,2,0,0,0,0,0,0,0,0,0,51,"12
.2",9,0,8,0,4,0,0,5,1,0.71
根尾　昂,81285138,2024,中　日,3,0,1,0,0,0,0,0,0,0,39,"7
.2",10,2,7,0,7,1,0,9,8,9.39
根尾　昂,81285138,2025,中　日,4,0,0,0,0,0,0,0,0,0,27,"5
.2",9,2,2,0,5,0,0,5,5,7.94
根尾　昂,81285138,2026,中　日,9,1,1,0,0,1,0,0,0,0.5,40,9,9,3,3,1,13,0,0,5,5,5
伊藤　茉央,61165157,2023,東北楽天,25,1,0,0,3,4,0,0,0,1,98,22,18,1,14,3,9,2,0,11,8,3.27
伊藤　茉央,61165157,2024,東北楽天,6,0,0,0,1,1,0,0,0,0,29,"5
.2",7,0,4,2,6,0,0,5,5,7.94
伊藤　茉央,61165157,2025,中　日,12,1,0,0,0,1,0,0,0,1,46,"11
.1",9,0,5,0,5,0,0,2,1,0.79
伊藤　茉央,61165157,2026,中　日,1,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,1,0,0,0,0,0
杉浦　稔大,61765139,2014,東京ヤクルト,4,2,2,0,0,0,0,0,0,0.5,92,23,23,5,2,1,28,0,0,9,9,3.52
杉浦　稔大,61765139,2015,東京ヤクルト,7,1,3,0,0,0,0,0,0,0.25,164,37,35,2,21,0,25,1,0,12,12,2.92
杉浦　稔大,61765139,2016,東京ヤクルト,17,3,2,0,0,0,0,0,0,0.6,252,"51
.2",75,6,25,1,45,2,0,43,41,7.14
杉浦　稔大,61765139,2017,東京ヤクルト,5,0,1,0,0,0,0,0,0,0,18,"4
.2",3,2,1,0,9,0,0,2,2,3.86
杉浦　稔大,61765139,2018,北海道日本ハム,3,2,0,0,0,0,0,0,0,1,47,"12
.2",6,1,3,1,11,0,0,4,4,2.84
杉浦　稔大,61765139,2019,北海道日本ハム,14,4,4,0,0,0,0,0,0,0.5,252,65,52,7,13,2,50,1,0,30,27,3.74
杉浦　稔大,61765139,2020,北海道日本ハム,17,7,5,1,0,1,0,0,0,0.583,319,"74
.2",59,6,37,1,68,2,0,29,26,3.13
杉浦　稔大,61765139,2021,北海道日本ハム,56,3,3,28,1,4,0,0,0,0.5,221,"54
.2",34,9,24,1,69,4,0,18,18,2.96
杉浦　稔大,61765139,2022,北海道日本ハム,16,3,6,0,0,0,0,0,0,0.333,184,"42
.2",45,5,10,2,48,3,0,25,25,5.27
杉浦　稔大,61765139,2023,北海道日本ハム,24,0,1,0,0,0,0,0,0,0,99,"22
.2",22,4,10,2,22,1,0,9,7,2.78
杉浦　稔大,61765139,2024,北海道日本ハム,40,2,0,3,15,17,0,0,0,1,137,"34
.2",24,1,12,1,23,4,0,8,6,1.56
杉浦　稔大,61765139,2025,北海道日本ハム,18,2,2,0,1,3,0,0,0,0.5,64,"16
.1",14,6,3,0,12,0,0,10,9,4.96
杉浦　稔大,61765139,2026,中　日,8,1,1,0,3,4,0,0,0,0.5,32,"7
.1",7,1,4,0,6,0,0,4,4,4.91
福　敬登,41645132,2016,中　日,27,1,2,0,4,5,0,0,0,0.333,186,"43
.1",42,1,18,3,31,2,0,26,23,4.78
福　敬登,41645132,2017,中　日,5,0,0,0,0,0,0,0,0,0,27,"5
.2",8,2,2,0,7,0,0,6,5,7.94
福　敬登,41645132,2018,中　日,1,0,0,0,0,0,0,0,0,0,2,"0
.1",0,0,1,0,0,0,0,0,0,0
福　敬登,41645132,2019,中　日,52,2,0,0,18,20,0,0,0,1,216,"52
.2",39,3,16,2,53,0,0,13,12,2.05
福　敬登,41645132,2020,中　日,53,5,5,2,25,30,0,0,0,0.5,217,"50
.2",43,4,23,1,39,1,0,24,20,3.55
福　敬登,41645132,2021,中　日,57,2,2,0,20,22,0,0,0,0.5,185,"45
.1",37,4,15,3,38,1,0,16,16,3.18
福　敬登,41645132,2022,中　日,36,2,2,0,3,5,0,0,0,0.5,123,"27
.2",25,3,12,2,25,1,0,15,14,4.55
福　敬登,41645132,2023,中　日,29,1,0,0,12,13,0,0,0,1,76,"17
.2",12,1,8,1,15,0,0,8,5,2.55
福　敬登,41645132,2024,中　日,13,0,0,0,0,0,0,0,0,0,46,"11
.2",4,0,8,0,7,0,0,2,2,1.54
福　敬登,41645132,2025,中　日,17,0,1,0,4,4,0,0,0,0,72,"16
.2",12,0,10,0,11,0,0,2,1,0.54
福　敬登,41645132,2026,中　日,2,0,0,0,0,0,0,0,0,0,8,2,2,1,1,0,1,1,0,1,1,4.5
福田　幸之介,31835159,2025,中　日,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
松葉　貴大,21225137,2013,オリックス,17,4,6,0,0,0,0,0,0,0.4,316,73,65,5,35,2,44,3,1,35,34,4.19
松葉　貴大,21225137,2014,オリックス,21,8,1,0,0,0,0,0,0,0.889,468,"113
.2",95,7,45,2,88,7,1,41,35,2.77
松葉　貴大,21225137,2015,オリックス,18,3,6,0,0,1,0,0,0,0.333,360,80,81,8,47,1,42,3,0,42,38,4.28
松葉　貴大,21225137,2016,オリックス,28,7,9,0,0,1,1,0,0,0.438,563,"132
.2",128,10,41,3,82,5,0,52,48,3.26
松葉　貴大,21225137,2017,オリックス,23,3,12,0,0,0,0,0,0,0.2,552,"133
.1",133,16,32,2,72,6,1,70,66,4.46
松葉　貴大,21225137,2018,オリックス,8,2,1,0,0,0,0,0,0,0.667,158,"36
.1",40,6,15,0,23,0,0,22,21,5.2
松葉　貴大,21225137,2019,オリックス,5,0,4,0,0,0,0,0,0,0,104,"22
.2",26,3,9,3,13,0,0,16,14,5.56
松葉　貴大,21225137,2019,中　日,1,0,0,0,0,0,0,0,0,0,16,"2
.2",5,0,3,0,0,0,0,3,3,10.13
松葉　貴大,21225137,2020,中　日,15,3,7,0,0,0,0,0,0,0.3,319,"73
.1",86,9,17,2,50,4,0,33,33,4.05
松葉　貴大,21225137,2021,中　日,14,6,5,0,0,0,0,0,0,0.545,309,76,74,7,15,2,41,3,0,30,27,3.2
松葉　貴大,21225137,2022,中　日,19,6,7,0,0,0,0,0,0,0.462,404,100,96,4,18,2,51,0,0,38,37,3.33
松葉　貴大,21225137,2023,中　日,11,1,4,0,0,0,0,0,0,0.2,232,"57
.2",55,1,14,1,20,1,0,23,21,3.28
松葉　貴大,21225137,2024,中　日,17,5,6,0,0,0,2,0,0,0.455,381,"93
.1",85,8,24,2,50,2,0,33,32,3.09
松葉　貴大,21225137,2025,中　日,23,7,11,0,0,0,1,0,0,0.389,595,"145
.2",136,9,37,7,61,1,0,45,44,2.72
勝野　昌慶,21525138,2019,中　日,3,1,2,0,0,0,0,0,0,0.333,71,"16
.1",16,2,9,0,9,1,0,11,11,6.06
勝野　昌慶,21525138,2020,中　日,13,4,5,0,0,0,0,0,0,0.444,298,72,74,7,17,2,56,7,0,32,31,3.88
勝野　昌慶,21525138,2021,中　日,17,3,6,0,0,0,0,0,0,0.333,391,"91
.1",92,9,31,2,67,1,0,38,38,3.74
勝野　昌慶,21525138,2022,中　日,8,0,4,0,0,0,0,0,0,0,183,"43
.2",46,6,13,1,36,0,0,24,22,4.53
勝野　昌慶,21525138,2023,中　日,50,5,2,1,20,25,0,0,0,0.714,201,"49
.1",33,2,22,2,49,1,0,11,11,2.01
勝野　昌慶,21525138,2024,中　日,39,1,1,0,7,8,0,0,0,0.5,174,41,44,1,14,0,33,2,0,16,16,3.51
勝野　昌慶,21525138,2025,中　日,25,4,4,0,5,9,0,0,0,0.5,117,27,27,2,11,1,34,3,0,16,15,5
勝野　昌慶,21525138,2026,中　日,4,0,1,0,0,0,0,0,0,0,18,"3
.2",3,1,4,0,7,0,0,3,3,7.36
梅野　雄吾,51355134,2017,東京ヤクルト,2,0,1,0,0,0,0,0,0,0,37,8,5,1,9,0,8,3,0,7,6,6.75
梅野　雄吾,51355134,2018,東京ヤクルト,29,3,2,0,10,13,0,0,0,0.6,128,"26
.2",27,5,22,3,25,1,0,22,21,7.09
梅野　雄吾,51355134,2019,東京ヤクルト,68,2,3,4,28,30,0,0,0,0.4,282,"67
.2",55,7,25,1,77,4,0,34,28,3.72
梅野　雄吾,51355134,2020,東京ヤクルト,42,5,2,0,12,17,0,0,0,0.714,175,"42
.1",37,6,17,0,35,1,0,18,17,3.61
梅野　雄吾,51355134,2021,東京ヤクルト,29,0,0,0,8,8,0,0,0,0,106,"25
.1",22,4,9,2,29,1,0,7,7,2.49
梅野　雄吾,51355134,2022,東京ヤクルト,41,4,3,0,16,20,0,0,0,0.571,168,39,37,6,15,1,26,3,0,15,13,3
梅野　雄吾,51355134,2023,東京ヤクルト,5,0,0,0,0,0,0,0,0,0,36,8,9,1,4,0,4,1,0,3,3,3.38
梅野　雄吾,51355134,2024,中　日,18,1,0,0,2,3,0,0,0,1,97,"21
.2",26,0,6,1,12,0,0,13,10,4.15
梅野　雄吾,51355134,2025,中　日,26,2,1,0,2,4,0,0,0,0.667,114,"26
.2",20,2,14,2,25,2,0,12,12,4.05
梅野　雄吾,51355134,2026,中　日,2,0,0,0,0,0,0,0,0,0,14,"2
.1",4,0,4,0,3,1,0,4,4,15.43
吉田　聖弥,93395150,2025,中　日,5,0,1,0,0,0,0,0,0,0,40,9,10,1,5,0,3,0,0,6,5,5
吉田　聖弥,93395150,2026,中　日,6,0,0,0,0,0,0,0,0,0,23,"5
.1",4,0,2,0,6,0,0,0,0,0
清水　達也,1905136,2018,中　日,2,0,0,0,0,0,0,0,0,0,10,2,3,0,2,0,2,0,0,2,2,9
清水　達也,1905136,2019,中　日,8,2,2,0,0,0,0,0,0,0.5,169,"35
.1",40,5,24,2,24,3,0,22,17,4.33
清水　達也,1905136,2020,中　日,6,1,1,0,0,0,0,0,0,0.5,92,"21
.1",15,3,15,0,21,1,0,9,8,3.38
清水　達也,1905136,2021,中　日,1,0,1,0,0,0,0,0,0,0,19,4,5,0,4,0,1,0,0,1,1,2.25
清水　達也,1905136,2022,中　日,54,3,3,1,32,35,0,0,0,0.5,194,"50
.1",28,1,17,1,51,2,0,17,17,3.04
清水　達也,1905136,2023,中　日,50,3,3,0,25,28,0,0,0,0.5,198,"46
.2",34,3,30,1,54,4,0,16,16,3.09
清水　達也,1905136,2024,中　日,60,3,1,1,36,39,0,0,0,0.75,229,58,41,1,18,1,52,5,0,12,9,1.4
清水　達也,1905136,2025,中　日,55,4,1,4,30,34,0,0,0,0.8,222,"52
.1",49,0,21,1,47,2,0,15,13,2.24
藤嶋　健人,21625134,2018,中　日,19,3,1,0,0,0,0,0,0,0.75,307,"71
.1",71,8,27,0,40,1,0,29,29,3.66
藤嶋　健人,21625134,2019,中　日,32,0,2,0,14,14,0,0,0,0,114,29,19,1,7,2,35,0,0,8,8,2.48
藤嶋　健人,21625134,2020,中　日,26,1,0,1,3,4,0,0,0,1,103,"25
.1",21,5,9,1,21,2,0,11,11,3.91
藤嶋　健人,21625134,2021,中　日,48,1,0,0,5,6,0,0,0,1,200,51,35,3,13,0,38,1,0,9,9,1.59
藤嶋　健人,21625134,2022,中　日,50,2,1,0,10,12,0,0,0,0.667,201,"50
.2",39,3,11,1,43,0,0,12,12,2.13
藤嶋　健人,21625134,2023,中　日,56,1,1,4,14,15,0,0,0,0.5,196,"50
.2",34,1,14,1,46,1,0,10,6,1.07
藤嶋　健人,21625134,2024,中　日,50,3,3,0,14,17,0,0,0,0.5,193,49,29,5,17,2,46,1,0,13,12,2.2
藤嶋　健人,21625134,2025,中　日,60,1,4,1,23,24,0,0,0,0.2,221,"52
.2",48,3,16,0,34,1,0,21,19,3.25
藤嶋　健人,21625134,2026,中　日,12,0,1,0,3,3,0,0,0,0,43,"10
.1",8,1,5,1,6,0,0,5,5,4.35
齋藤　綱記,11915130,2016,オリックス,1,0,0,0,0,0,0,0,0,0,20,4,6,2,2,0,2,0,1,4,4,9
齋藤　綱記,11915130,2018,オリックス,5,0,0,0,0,0,0,0,0,0,12,"3
.1",0,0,1,1,4,0,0,2,2,5.4
齋藤　綱記,11915130,2019,オリックス,11,0,0,0,1,1,0,0,0,0,46,7,14,0,9,0,8,0,0,10,8,10.29
齋藤　綱記,11915130,2020,オリックス,32,1,1,0,4,5,0,0,0,0.5,105,"24
.2",24,3,8,1,23,1,0,11,11,4.01
齋藤　綱記,11915130,2021,オリックス,4,0,0,0,0,0,0,0,0,0,12,"2
.2",2,1,2,0,3,0,0,3,3,10.13
齋藤　綱記,11915130,2022,オリックス,5,0,0,0,0,0,0,0,0,0,24,"5
.1",7,0,1,0,5,0,0,4,4,6.75
齋藤　綱記,11915130,2023,北海道日本ハム,4,1,0,0,0,1,0,0,0,1,15,"3
.1",5,2,0,0,3,0,0,4,4,10.8
